,Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,min_salary,max_salary,avg_salary,company_txt,no_state,state,location_same_hq,company_age,has_python,has_R,has_spark,has_aws,has_excel,has_ML,simple_title,seniority,desc_len,competitors_cnt
913,"SSATI
5.0",-1,2003,"Annapolis Junction, MD",Computer Hardware & Software,"Job Description
Data Scientist, Clearance Required – TS/SCI w/Polygraph

Please note, this position requires all candidates to currently possess an active Top-Secret SCI Clearance with a Polygraph. This position is not an opportunity to be sponsored or nominated for a government security clearance.
The Challenge:

We encode mission critical software for our partners who analyze more than 25 petabytes of data a day. We ingest millions of signals confidentially utilizing our sensible solutions that identify and respond to attacks before they are even executed. We incorporate automated tools and cutting-edge technology that saves lives and protects property of everyday people. With our technology we are looking to refine our software to more securely protect, analyze, and increase the number of petabytes we work with.
How We Meet the Challenge:

A combination of utilizing the right people and giving them the tools, resources, support, and freedom to develop effective signal processing algorithms, excellent software, and use strong intuition on what works for a scalable system.
Minimum Qualifications:
A current Top-Secret/SCI government security clearance with polygraph is required.
Demonstrated professional experience using the scripting language Python.
Demonstrated experience with machine learning.
Demonstrated professional experience with analytic methods and tools in: applied mathematics, data modeling or probability and statistics.
Demonstrated experience using advanced Microsoft Excel methods.
Demonstrated professional experience with SQL in Oracle.
Demonstrated experience presenting complex, technical findings.
Demonstrated experience working with diverse data types.
Demonstrated professional experience with version control systems, such as Github.
Demonstrated experience with data science techniques or formal data science training.

Bonus Points:

Demonstrated experience with developing data visualizations.
Demonstrated experience with creative problem solving skills to address procedural and administrative issues within the assigned problem set.
Demonstrated experience with web analytics processing and procedures.
Demonstrated familiarity with Amazon Web Services infrastructure.
Demonstrated familiarity with Amazon Web Services’ native data science capabilities.


As a Data Scientist, You Will:
Use advanced Microsoft Excel methods.
Present complex and technical findings
Work with diverse data types


Work Site: Greater Ft. Meade, MD area.

To Learn More About Our Team and Solutions, Check Out the Following:

Corporate Website: www.ssati.com
GlassDoor Page: https://www.glassdoor.com/Overview/Working-at-SSATI-EI_IE1260475.11,16.htm
Indeed Page: https://www.indeed.com/cmp/Ssati/reviews
LinkedIn Page: https://www.linkedin.com/company/ssati/
Facebook Page: https://www.facebook.com/ssati2003/
Twitter Page: https://twitter.com/ssati2003?lang=en


At Sensible Solutions and Technologies, Inc. (SSATI), we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our services, and our community. SSATI is honored to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.",Data Scientist,"McLean, VA",5.0,£10 to £25 million (GBP),$58K-$101K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private,58,101,79.5,SSATI,0,VA,0,17,1,0,0,0,1,1,data scientist,na,3431,0
914,"Dice.com
3.4","Monster Worldwide, CareerBuilder, Craigslist",1990,"Denver, CO",Staffing & Outsourcing,"COMPANY OVERVIEW INFICON is a growing, global, leading provider of innovative technologies that enhances productivity and quality in sophisticated industrial processes. The products provided by INFICON are world-class instruments for gas analysis, measurement, and control and are vital to manufacturers and end-users in the complex fabrication of semiconductors and thin film coatings for optics, flat panel displays, solar cells, and industrial vacuum coating applications. INFICON is headquartered in Switzerland and has world-class manufacturing facilities in Europe, the United States and China with subsidiaries located throughout the world. This position will be located in Newton, MA. For more detailed information about INFICON, please visit our website at www.inficon.com httpwww.inficon.com . JOB DESCRIPTION Do you have a passion for Data and Machine Learning? Do you dream of working with customers on their most forward-looking AI initiatives? Does the challenge of developing modern machine learning solutions to solve real-world manufacturing problems exciting to you? We develop software for monitoring semiconductor manufacturing process and are looking to leverage the latest technologies to address our customer s needs. You will be part of a team that investigates and builds solutions based all the data available in factories, ranging from time series data, to post manufacturing data, to production logs. You will be working side by side with application developers and customers on real world problems with actual manufacturing data. JOB FUNCTION Basic and applied research in statistical machine learning, deep learning, and data science as well as signal and information processing to advance the state of the art in time series analysis of semiconductor manufacturing data. Responsibilities Perform data analysis, data pre-processing, and feature engineering in support of advanced machine learning algorithm development. Incorporate physical and operational insightsconstraints into statistical models to achieve a high degree of robustness. Prototype algorithms for proof of concept, validation, and software implementation. Support performance evaluations and the transition of algorithms into existing fault detection and classification systems. Convey the results of scientific research to sponsors and the scientific community through briefings, conferences and peer-reviewed publications. Other related functions as assigned. REQUIRED QUALIFICATIONS Bachelor's degree in computer science or chemical engineering or related technical field. Demonstrated ability in machine learningartificial intelligence (MLAI) development andor scientific modelling and data analysis. Demonstrated ability with pythonMATLAB or similar abstract language. Experience with both traditional ML and modern deep learning approaches. Experience with agile development practices and Git version control. Experience with one or more of the DNN frameworks like TensorFlow, PyTorch, Chainer. Experience with SQL, Graph stores, or NoSQL stores. Applicant must have a dynamic skill set, be willing to work with new technologies, be highly organized and capable of planning and coordinating multiple tasks. The position will require attention to detail, effective problem solving skills and excellent judgment. Ability to work independently with sensitive and confidential information, maintain a professional demeanor, work as a team member without daily supervision. COMPENSATION BENEFITS Compensation will be commensurate with experience including a competitive base salary, bonus opportunity, competitive benefits package, and relocation assistance. INFICON, is committed to ensuring that our online application process provides an equal opportunity to all job seekers that apply without regard to race, religion, ethnicity, national origin, citizenship, gender, age, protected veteran status, disability status, genetic information, sexual orientation, or any other protected characteristic. A notice describing Federal equal employment opportunity laws is available here httpwww.dol..pdf and here httpwww.eeoc.govemployersuploadeeocselfprintposter.pdf to reaffirm this commitment. INFICON is also committed to providing reasonable accommodations to applicants with physical andor mental disabilities. If you are interested in applying for an employment opportunity at INFICON and require special assistance or an accommodation during the application process, please contact Human Resources at 315-434-1100 . Determination on requests for reasonable accommodations are made on a case-by-case basis. PAY TRANSPARENCY NONDISCRIMINATION PROVISION httpswww.dol.govofccppdfpay-transpformattedESQA508c.pdf Employee Polygraph Protection Act Poster httpswww.dol.govwhdregscomplianceposterseppac.pdf April Fools Day is coming. Prank your friends opening a never ending fake update screen httpsgeekprank.comwin10-update on their computer. Sit back and watch their reaction.",Data Scientist,"Newton, MA",3.4,£100 to £500 million (GBP),$58K-$101K (Glassdoor Est.),Business Services,201 to 500 employees,Subsidiary or Business Segment,58,101,79.5,Dice.com,0,MA,0,30,1,0,0,1,1,1,data scientist,na,4973,3
915,"Spotify
3.8",-1,2006,"Stockholm, Sweden",Internet,"We are looking for a Data Scientist to join the Creator team Spotify's division dedicated to helping artists thrive. Creator's mission is to build features and services that help artists (and their teams) grow an audience, monetize their fans, and make their best art. A key focus of that mission is to empower artists using Spotify for Artists with measurable marketing tools that find new listeners and activate existing fans.

In this role, you will look after the full lifecycle for campaign creation and management, enabling artist teams to reach their biggest fans on Spotify. In doing so, you will be on the front lines of bringing Spotify's two-sided marketplace vision to life.

What you'll do:
Perform analyses on large sets of data to extract meaningful insights that will help drive Spotify's strategy across promotional products
Work on data projects that balance the needs of our two sided marketplace, considering promotional goals of artists, with listener enjoyment and discovery
Work on end-to-end projects to ensure your findings are executed and tested in a desired way
Work closely with cross-functional teams of data scientists, product managers, engineers, designers, and others across the company who are passionate about Spotify's two-sided marketplace
Define the metrics we use to measure the health of our promotional tools
Work from our offices in Boston, and collaborate with our teams in New York, as needed
Who you are:
You have a deep understanding of numbers, a strong business sense, and understanding of marketplace dynamics
You have at least 3+ years of experience in a similar data scientist role and a degree in science, computer science, statistics, economics, mathematics, or similar quantitative discipline
You have substantial experience with A/B testing, from creating success metrics, running power analyses, determining statistical significance, and communicating those findings with clear product recommendations or implications
Coding skills (Python or R)
Analytics tools experience (SQL)
Data visualization experience (Tableau), and understand how data visualization can be used as a powerful communication tool
You're a compelling storyteller who can communicate in succinct and inspiring ways to a variety of audience types to influence real world product or feature decisions
Passionate about serving creators and in improving the music economy for all
Experience leading sophisticated critical initiatives. Distinctive problem-solving and analysis skills
Excellent written/verbal communication and interpersonal skills
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what's playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It's in our differences that we will find the power to keep revolutionizing the way the world listens.

Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world's most popular audio streaming subscription service with a community of more than 271 million users.

SDL2017","Data Scientist, Artist Promotion","Boston, MA",3.8,Unknown / Non-Applicable,$58K-$101K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Public,58,101,79.5,Spotify,0,MA,0,14,1,0,0,0,1,0,data scientist,na,3602,0
916,"Robert Half
3.5","Adecco, Manpower",1948,"Menlo Park, CA",Staffing & Outsourcing,"DescriptionOn behalf of our well-established client, Robert Half Technology is seeking a Data Scientist to join a fast-paced environment comfortable working between multiple departments. This professional will mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Develop custom data models and algorithms to apply to data sets. Develop processes and tools to monitor and analyze model performance and data accuracy. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. Develop company A/B testing framework and test model quality.For immediate consideration, email resumes to Lia.Fannin@RHT.com.RequirementsQualifications for Data Scientist:Strong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.Knowledge of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.)Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Excellent written and verbal communication skills for coordinating across teams.3-5 years of experience manipulating data sets and building statistical models, has a Master's or PHD in Statistics, Mathematics, Computer Science or another quantitative fieldSoftware/tools:C, C++, Java,, JavaScript, R, Python, SQLGLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Redshift, S3, Spark, DigitalOcean, etc.Regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.Periscope, Business Objects, D3, ggplot, etc.AWSQuickSight DashboardsRobert Half Technology matches IT professionals with some of the best companies on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities - fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNE's ""Most Admired Companies"" list every year since 1998.Download our mobile app to take your job search on the go!Contact your local Robert Half Technology office at 888.490.4429 or visit www.roberthalf.com/jobs/technology to apply for this job now or find out more about other job opportunities.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2020 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.**Salary:** $45.00 - $55.00 / Hourly**Location:** Memphis, TN**Date Posted:** May 22, 2020**Employment Type:** Temporary**Job Reference:** 03900-9502577712**Staffing Area:** Technology u0026 IT",Data Scientist,"Memphis, TN",3.5,£2 to £5 billion (GBP),$58K-$101K (Glassdoor Est.),Business Services,10000+ employees,Company - Public,58,101,79.5,Robert Half,0,TN,0,72,1,0,1,1,1,1,data scientist,na,3588,2
917,"Hackensack University Medical Center
3.5",-1,1888,"Hackensack, NJ",Healthcare Services & Hospitals,"Overview

How have you impacted someone's life today? At Hackensack Meridian Health our teams are focused on changing the lives of our patients by providing the highest level of care each and every day. From our hospitals, rehab centers and occupational health teams to our long-term care centers and at-home care capabilities, our complete spectrum of services will allow you to apply your skills in multiple settings while building your career, all within New Jersey's premier healthcare system.

The Data Scientist will be leading advanced analytic projects supporting Hackensack Meridian Health, using data to solve strategic and research problems. The Data Scientist will wrangle large and complex data sets, and build machine learning models to aid Hackensack Meridian Health initiatives across all departments. The Data Scientist will conduct appropriate analyses and present results in an innovative format and informative visualizations for a broad audience. The Data Scientist employs investigative design, performs data collection and statistical analyses of data, interprets results, verifies data accuracy, and prepares final reports using a variety of software and tools. In addition, the data scientist will participate in peer review and provide training on analytics and data science.

Responsibilities
Distill complex data into actionable insights that empower others to drive operational strategic initiatives. 2. Design, build, and extract large and complex data sets, including both structured and unstructured data, while thinking strategically about uses of data and how data use interacts with data design. 3. Build, test, and implement machine learning models to aid performance improvement and strategic initiatives by investigating appropriate methods and algorithms. 4. Deliver intelligence and insights to stakeholders within a specified timeframe by applying and demonstrating expertise in the areas of advanced analytics, machine learning, forecasting, data wrangling, and predictive modeling. 5. Evaluate data quality and provide support to data governance activities. 6. Communicate findings (written and verbally) to diverse stakeholders and present to senior leadership. 7. Provide feedback to other team members by participating in peer review and educate the organization on data science and analytics.
Qualifications

Education, Knowledge, Skills and Abilities Required: 1. Advanced degree (M.S. or Ph.D.) in quantitative fields (statistics, engineering, physics, epidemiology or STEM) and 3 years experience in data analytics, advanced statistical analysis, or predictive analytics required; or an equivalent combination of education and/or experience. 2. Strong experience with structured data and relational databases, and familiarity with unstructured data. 3. Experience with statistical programming software, such as R, SAS, or Stata. 4. Ability to structure analysis with efficiency and repeatability in mind. 5. Ability to investigate, organize, and merge data from different sources into a single data structure. 6. Ability to execute logical data queries from operational, billing, and clinical information systems. 7. Hands on experience with data mining, predictive modeling, and machine learning. Education, Knowledge, Skills and Abilities Preferred: 1. Knowledge or experience in healthcare and health delivery sciences highly preferred. 2. Experience with visualization/BI tools and automated reporting tools preferred (SSRS, Crystal Reports, Tableau, Power BI, etc.). 3. Ability to perform complex analyses for strategic and research projects, such as study design/sample size estimations and analysis of study results preferred. 4. Familiarity with programming and/or scripting languages (Python, C, C++, Java etc.) preferred. Licenses and Certifications Required: Licenses and Certifications Preferred:",Data Scientist,"Edison, NJ",3.5,£1 to £2 billion (GBP),$58K-$101K (Glassdoor Est.),Healthcare,1001 to 5000 employees,Non-profit Organisation,58,101,79.5,Hackensack University Medical Center,0,NJ,0,132,1,0,0,0,0,1,data scientist,na,3878,0
918,"Walter R. McDonald and Associates, Inc.
3.6",-1,-1,"Sacramento, CA",IT Services,"Overview

Walter R. McDonald & Associates (WRMA), a woman-owned small business, has executed hundreds of customized social services projects for federal, state, and local governments, as well as for the private and non-profit sectors, and international corporations. Our company has 40 years of experience and expertise in research, evaluation, performance measurement and monitoring, and data and IT analytic services. We currently have 100 employees distributed across our two main locations in Arlington, Virginia and Rockville, Maryland. Our primary mission is to support system-wide improvements in the delivery of programs social services programs for children and families, communities, and at-risk populations. With our team of top research social scientists, we are committed to the delivery of quality, evidence-based deliverables for our clients. We are currently seeking a senior technical/management professional

Seeking a professional and highly motivated Data Scientist to join our team and support federal, state, and local healthcare and human services projects. The Data Scientist will use large insightful data sets to discover information and interpret data using tools, statistical methods, and machine learning. The data represent mission critical programs that serve disadvantaged and vulnerable population.

Responsibilities

DUTIES:
Analyze, interpret, clean, and validate quantitative and qualitative data for actionable insights
Identify opportunities to develop and deploy predictive analytics capabilities
Build and apply machine learning technologies, design algorithms, and write scripts
Communicate results through metrics, visualizations, and written reports
Assist in implementing research goals, mission, and objectives
ABILITIES:
Researching and developing statistical learning models for data analysis
Strong programming experience in R or Python
Machine learning experience using cloud solutions
Hands-on experience with data cleansing and ETL of large data sets
Experience with visualization tools such as Tableau and Power BI
Experience working in an iterative development environment (Agile, SCRUM)
Demonstrated ability to integrate knowledge and learning
Analyzing data for trends and patterns purposes
Demonstrated effectiveness in written and oral communication
Ability to clearly communicate data interpretations and analysis
PHYSICAL REQUIREMENTS:
Work in enclosed office with controlled temperature climates
Long periods of sitting
Long periods of computer use
Lifting up to 25 pounds
Long periods of focus and detail orientation
TRAVEL: Occasional travel may be required

PROMOTION POTENTIAL: Senior Data Scientist

Qualifications

EDUCATION/EXPERIENCE:
Bachelor's degree or higher in Data Science, Computer Science, Mathematics or equivalent field is required.
Minimum of five (6) years of experience in data science and analytics, statistics, applied mathematics, or data engineering
At least 2 years of experience in developing predictive models and 1 year with machine learning
Experience in working with programming languages such as R, Python, and SQL
#JT

SDL2017",Data Scientist,"Rockville, MD",3.6,Less than £1 million (GBP),$58K-$101K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private,58,101,79.5,"Walter R. McDonald and Associates, Inc.",0,MD,0,-1,1,0,0,0,0,1,data scientist,na,3207,0
919,"Radiant Digital
4.5",-1,-1,"New York, NY",-1,"Job Description
Job Title: Data Scientist

Job Location: Irving, TX
Yrs of Exp: 6 to 9 Yrs

Description:
Responsible for developing strategies for effective data analysis and reporting.
Selects, configures, and implements analytical solutions.
Develops and implements data analytics, data collection systems, and other strategies that optimize statistical efficiency and quality.
Identifies, analyzes, and interprets trends or patterns in complex data sets.
Manages computer systems in a business environment and responsible for resolving technical issues.
Knowledgeable in programming, data structures, computer systems, and software engineering.
Bachelor's or Master's degree in computer science, software engineering, or other related field. Ability to manage multiple assignments.
Superior written and oral communication skills.
6-10+ years of experience.
Requirement:
Strong in Data Science and as a Data scientist experience with building statistical models and intelligence around it - AIML ·
Programming experience with at least 6 years of Oracle pl/sql, 3 years of Hadoop and 1 year of Java experience.
Proven understanding and related experience with Hadoop, HBase, Hive, Pig, Sqoop, Flume, Hbase, Map/Reduce, Apache Spark as well as Unix OS Core Java programming, Scala, shell scripting experience.
Hands on Experience in Oozie Job Scheduling, Zookeeper, Solr, ElasticSearch, Storm, LogStash or other similar technologies
Must have experience with MQ technologies (Kafka, RabbitMQ).
Solid experience in writing SQL, stored procedures, query performance tuning preferably on Oracle 12c.
Experience working with CI/CD and DevOps
Responsibilities:
Identify new opportunities, use cases and build data models in RA and Enforce . Train Data models to proactively identify revenue leakages and Fradulant behaviours Participate in Agile development on a large Hadoop-based data platform as a member of a distributed team .
Come out with different statistical models and build data insights on revenue leakages possiblities
Code programs to load data from diverse data sources into Hive structures using SQOOP and other tools.
Translate complex functional and technical requirements into detailed design.
Analyze vast data stores.
Code business logic using Scala on Apache Spark.
Create workflows using Oozie.
Code and test prototypes.
Code to existing frameworks where applicable
Education/Certifications: Bachelor's/Masters in Computer Engineering or Information Technology Hadoop and AIML Certification is added advantage",Data Scientist,"Irving, TX",4.5,Less than £1 million (GBP),$58K-$101K (Glassdoor Est.),-1,1 to 50 employees,Company - Private,58,101,79.5,Radiant Digital,0,TX,0,-1,0,0,1,0,0,0,data scientist,na,2595,0
920,"US Tech Solutions Inc.
3.7","TEKsystems, Artech Information Systems, PDS Tech",2000,"Edison, NJ",Staffing & Outsourcing,"Job Description US Tech Solutions is seeking a ldquoData Scientistrdquo for a Long Term Contract position with a client in San Bruno, CA Design and build new data set processes for modeling, data mining, and production purposes. Determine new ways to improve data and search quality, and predictive capabilities. Perform and interpret data studies and product experiments concerning new data sources or new uses for existing data sources. Develop prototypes, proof of concepts, algorithms, predictive models, and custom analysis. Minimum Qualifications - PhD in Computer Science, Statistics or related field OR a Masterrsquos degree or equivalent in Computer Science, Statistics or related field and 2 years of related experience. - Knowledge of machine learning, information retrieval, data mining, statistics, NLP or related field. - Programming skills in one of the following languages Java, Scala, CC++. - Knowledge of one of the scripting languages such as Python or Perl. - Experience analyzing and interpreting the results of product experiments. Knowledge of statistical languages such as R. - Experience working with large data sets and distributed computing tools (MapReduce, Hadoop, Hive, or Spark). - Working knowledge of Relational Data Base Systems and SQL. - Experience managing end-to-end machine learning pipeline from data exploration, feature engineering, model building, performance evaluation, and online testing with big data set. - Excellent communications and organizational skills - Prior experience in this area with eCommerce or Online Retail would be a plus. About US Tech Solutions Your talent, our opportunities - This is the premise behind US Tech Solutions. You have the skill we have the opportunity. As a team, we work passionately for you to get the right career opportunity across industry verticals and functions. For past sixteen years, leading Global Companies and Fortune 500 come to us to get the right talent. Whether you want to work as full-time, contractor or part-time, technical or non-technical our talent consultants will connect with the right career opportunity globally. Connect with our talent team today. USTECH was founded in 2000 by Manoj Agarwal. Today, we are a global firm offering talent solutions to 150 customers including 20 of Fortune 500 across Financial Services, Healthcare, Life Sciences, Aerospace, Energy, Retail, Telecom, Technology, Manufacturing, and Engineering. We are headquartered in New Jersey with 40 global locations across the USA, Canada, Europe, and India. Deloitte has recognized USTECH as one of the fastest growing private businesses for the past five consecutive years and INC 500 for the past three. We have also been rated ldquoThe Top Business in the US"" by Diversity Business since 2011. To learn more about how US Tech Solutions visit our website www.ustechsolutions.com. ldquoUS Tech is an Equal Opportunity Employer"" and ldquos all other parties authorized to work in the US are encouraged to apply."" Apply Interested candidates are requested to send their resume to Pawan at pawansustechsolutionsinc.com",Data Scientist,"San Bruno, CA",3.7,£100 to £500 million (GBP),$58K-$101K (Glassdoor Est.),Business Services,1001 to 5000 employees,Company - Private,58,101,79.5,US Tech Solutions Inc.,0,CA,0,20,1,0,1,0,1,1,data scientist,na,3098,3
921,Kibo,-1,-1,"Marbella, Spain",-1,"At Kibo, we provide cloud commerce solutions inspired by our clients' needs and designed to empower their teams. Together, we can help them see further, think bigger, and climb higher.Our software and services include eCommerce, Order Management, Personalization, and Mobile Point-of-Commerce. We serve retailers, manufacturers, and brands, and our solutions are designed to power the shopping experience - from first click to doorstep - and to scale with them as their business grows.Kibo is seeking a Data Scientist to help continue to build and innovate our next generation of data-driven applications. You will be part of our Data Science group which develops Kibo's software for processing large volumes of eCommerce user data into statistical models that drive live applications such as item recommendations, content search and automated statistical testing.ESSENTIAL RESPONSIBILITIES AND DUTIES:* Contribute to Kibo's product roadmap by developing models to solve our customers' pressing problems* Develop visualizations that make complex concepts intuitive to nontechnical marketers and merchandisers* Collaborate with and learn from a like-minded group of data scientists* Develop models with a variety of requirements (online learning, large data sets, reinforcement learning, recommender systems, etc.)* Discover, understand, and apply cutting-edge statistical and machine learning techniques with novel applications to e-commerce, marketing, and supply chain problems* Assist product management and engineering in building full-featured products based on your research* Assist sales, marketing, and client services in taking products based on your research to market and effectively communicating their value to clients and prospectsQUALIFICATIONS:* A bachelor's degree in one or more of statistics, machine learning, math, computer science, economics, quantitative social science or equivalent understanding* 2+ years of experience in a modern data analysis stack (Python, R, Matlab, SAS, SPSS, STATA, etc.)* Willingness to learn Python (knowledge of Python is a plus)* Effective understanding of how business value, applications, and infrastructure constraints drive modeling decisions* Ability to implement machine learning techniques in scalable, reliable and maintainable code for real-world software platforms* Familiarity with software engineering concepts like object-oriented design, software testing, and development lifecycles* An entrepreneurial mindset, shown by a history of engagement with the end users of a model or the desire to do so.* Ability to effectively communicate the results and value of models with non-technical stakeholders, both internal and external",Data Scientist,"San Diego, CA",-1.0,Unknown / Non-Applicable,$58K-$101K (Glassdoor Est.),-1,Unknown,Company - Public,58,101,79.5,Kibo,0,CA,0,-1,1,0,0,0,0,1,data scientist,na,2693,0
922,"MediaMelon
3.4",-1,2012,"San Francisco, CA",Computer Hardware & Software,"We are looking for a data science intern, with the following experience:
Excellent in python, and data analysis libs like NumPy, pandas, matplotlib
Good understanding of the AWS ecosystem
Good to have:
Exposure to SQL/CQL
Knowledge of airflow
Knowledge of ML libs in python for applying regression models etc
Job Type: Internship
Schedule:
Monday to Friday
Work Location:
One location
Benefits:
Work from home
Flexible schedule
Internship Compensation:
Pay
Company's website:
www.mediamelon.com
Work Remotely:
Yes",Data Scientist Intern,"San Francisco, CA",3.4,Less than £1 million (GBP),$58K-$101K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private,58,101,79.5,MediaMelon,0,CA,1,8,1,0,0,1,1,0,data scientist,na,553,0
923,"Schnucks
3.2","Walmart, Shop 'n Save",1939,"Saint Louis, MO",Grocery Shops & Supermarkets,"Schnucks has a current opening for a Data Scientist reporting to the Director of Financial Planning & Analytics. This role will bring technology & analytical skills to unlock new and deeper insights at Schnucks. The role will drive insights into customer-focused action through communication and partnership with our strategic and tactical decision-makers; deep-dive into our largest opportunities analytically, including sales, gross profit, pitch/shrink; develop customer-focused analytics (leveraging loyalty), and basket level analysis; and develop best practices and be accountable for sharing these practices across the entire analyst team.
Essential Job Responsibilities:
Conduct deep analysis evaluating strategic effectiveness around sales, gross profit, TIL, customers, and baskets.
Develop and share analytics and best practices across entire analyst team.
Centralize, standardize, and automate key analytics functions currently spread across multiple teammates.
Report findings and work with business stakeholders to recommend actions.
Develop predictive modeling in support of business optimization.
Minimum Requirements:
Minimum Education: Master’s Degree. Will accept Bachelor’s Degree in Mathematics/Statistics plus equivalent experience.
Minimum Years of Experience: 3 to 5 years.
Required Knowledge, Skills and Abilities:
Google Suite and Microsoft Office, with advanced Microsoft Excel.
Working knowledge of SQL. Working knowledge of Web-Focus BI, Nitro (Nielsen), Alteryx, Tableaut tools a plus.
Statistical software proficiency required; R, Python, Matlab, SAS, SPSS, etc., with demonstrated success.
Functional knowledge of unstructured data sets, including how to access and consume.
Certification or equivalent experience in analytic methodology (e.g. Six Sigma).
Ability to handle large amounts of data, identify key information, and provide insightful recommendations to all levels within the organization with minimal direction.
Ability to communicate to all audiences including strategy team, form strong partnerships, and powerfully convey their recommendations in order to gain action on their insights.
Strong organizational skills, the ability to multi-task in a dynamic environment, and must keep a high level of composure and professionalism in all situations.
Strong critical thinking skills with the ability to think outside the box.
Advanced analytical skills and techniques, including deep statistical knowledge, big data knowledge, visualization, and data exploration.
Equal Opportunity Employer.",Data Scientist,"Saint Louis, MO",3.2,£2 to £5 billion (GBP),$58K-$101K (Glassdoor Est.),Retail,10000+ employees,Company - Private,58,101,79.5,Schnucks,0,MO,1,81,1,0,0,0,1,0,data scientist,na,2577,2
924,"Agency Enterprise Studio
4.6",-1,2016,"Venice, CA",Internet,"AE Studio is looking to hire data scientists to work in our office on Abbot Kinney in Venice Beach. We have a highly skilled team building products to increase human agency using the most recent technologies, for startups as well as large companies like Samsung and Berkshire Hathaway.

ABOUT YOU
Fluency in Python - have used it on a number of projects
Proven data science experience (primary or equal contributor to either a single large or multiple smaller data science analyses or products, working with a team / stakeholders)
Genuine comfort with the sorts of statistics and methods used in classification problems
Experience with image classification
Experience calling machine learning APIs via REST or client libraries
Real agile experience (worked with Kanban, Scrum, Extreme Programming)
Growth mindset aaronsw.com/weblog/dweck
Willingness to learn our systems
Full-time availability
Demonstrated ability to work independently/autonomously
BONUS POINTS FOR
Experience with self-managed data science projects
Software development background
Experience building and training image classifier models
JavaScript / Node.js experience
Clean code, unit tests
Experience managing clients and client relationships a big plus
Experience in startups
See more and join us: ae.studio/join-us",Data Scientist,"Los Angeles, CA",4.6,Unknown / Non-Applicable,$58K-$101K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private,58,101,79.5,Agency Enterprise Studio,0,CA,0,4,1,0,0,0,0,1,data scientist,na,1330,0
